code_postal,ville,nb_immeubles_cibles,total_lots_cibles,score_moyen_cibles
22400,LAMBALLE-ARMOR,7,124,0.73
54140,JARVILLE-LA-MALGRANGE,5,123,0.76
31170,TOURNEFEUILLE,6,123,0.82
38640,CLAIX,5,123,0.66
33650,LA BRČDE,1,123,0.58
29160,CROZON,4,123,0.74
69580,SATHONAY-CAMP,5,122,0.72
91510,LARDY,3,122,0.82
88250,LA BRESSE,8,122,0.71
71850,CHARNAY-LČS-MÂCON,5,122,0.72
67230,BENFELD,5,121,0.62
35135,CHANTEPIE,2,121,0.8
40800,AIRE-SUR-L'ADOUR,5,121,0.75
74700,CORDON,6,121,0.71
31270,VILLENEUVE-TOLOSANE,4,121,0.76
14700,FALAISE,3,121,0.68
30220,AIGUES-MORTES,6,121,0.74
77140,NEMOURS,5,120,0.63
76610,LE HAVRE,5,120,0.52
76470,LE TRÉPORT,1,120,0.75
74290,TALLOIRES-MONTMIN,4,120,0.65
60180,NOGENT-SUR-OISE,3,120,0.65
67600,EBERSHEIM,2,120,0.64
49420,OMBRÉE D'ANJOU,2,120,0.5
67140,LE HOHWALD,6,120,0.67
16470,SAINT-MICHEL,1,120,0.6
38260,LA CÔTE-SAINT-ANDRÉ,8,119,0.74
91410,DOURDAN,9,119,0.74
64210,GUÉTHARY,8,119,0.77
57350,STIRING-WENDEL,4,119,0.74
35800,SAINT-LUNAIRE,3,119,0.8
85690,NOTRE-DAME-DE-MONTS,11,119,0.68
83530,SAINT-RAPHAËL,5,119,0.72
33990,HOURTIN,3,118,0.67
38410,SAINT-MARTIN-D'URIAGE,4,118,0.63
20166,ALBITRECCIA,4,118,0.74
60400,NOYON,7,118,0.7
70300,LUXEUIL-LES-BAINS,6,118,0.68
54400,LONGWY,10,118,0.71
95580,MARGENCY,2,117,0.63
38780,PONT-ÉVĘQUE,7,117,0.69
42240,UNIEUX,5,117,0.66
43100,BRIOUDE,7,117,0.71
71880,CHÂTENOY-LE-ROYAL,2,117,0.53
59320,HAUBOURDIN,6,117,0.66
28600,LUISANT,7,117,0.74
57050,LE BAN-SAINT-MARTIN,7,116,0.71
77220,TOURNAN-EN-BRIE,4,116,0.8
24620,LES EYZIES,1,116,0.8
59410,ANZIN,4,116,0.7
64140,LONS,3,116,0.75
52200,LANGRES,4,116,0.68
77550,MOISSY-CRAMAYEL,5,116,0.71
95550,BESSANCOURT,7,115,0.74
69680,CHASSIEU,3,115,0.8
57220,BOULAY-MOSELLE,2,115,0.63
23200,AUBUSSON,5,115,0.71
48000,MENDE,8,115,0.7
50240,SAINT-JAMES,1,115,0.82
22500,PAIMPOL,7,115,0.76
67118,GEISPOLSHEIM,8,115,0.67
91830,LE COUDRAY-MONTCEAUX,1,115,0.77
74450,SAINT-JEAN-DE-SIXT,10,115,0.68
44119,TREILLIČRES,1,115,0.59
33133,GALGON,1,115,0.83
68510,SIERENTZ,4,114,0.73
71500,LOUHANS,7,114,0.72
4400,UVERNET-FOURS,3,114,0.66
20240,GHISONACCIA,5,114,0.81
83350,RAMATUELLE,4,114,0.79
13250,SAINT-CHAMAS,4,114,0.61
13230,PORT-SAINT-LOUIS-DU-RHÔNE,3,114,0.74
21500,MONTBARD,4,114,0.6
78570,CHANTELOUP-LES-VIGNES,5,113,0.76
6340,LA TRINITÉ,1,113,0.86
42360,PANISSIČRES,4,113,0.58
41100,VENDÔME,5,112,0.75
77600,CHANTELOUP-EN-BRIE,3,112,0.61
42160,ANDRÉZIEUX-BOUTHÉON,10,112,0.7
73300,ALBIEZ-MONTROND,4,112,0.67
42350,LA TALAUDIČRE,7,112,0.76
27500,PONT-AUDEMER,3,111,0.75
76260,EU,4,111,0.73
13130,BERRE-L'ÉTANG,5,110,0.67
50120,CHERBOURG-EN-COTENTIN,8,110,0.78
6130,GRASSE,3,110,0.7
74250,VIUZ-EN-SALLAZ,1,110,0.53
31150,FENOUILLET,4,110,0.68
77260,LA FERTÉ-SOUS-JOUARRE,7,110,0.67
85200,FONTENAY-LE-COMTE,5,110,0.74
73130,LA CHAMBRE,4,109,0.67
44470,THOUARÉ-SUR-LOIRE,4,109,0.78
67450,MUNDOLSHEIM,4,109,0.73
74360,ABONDANCE,2,109,0.69
95570,BOUFFÉMONT,2,109,0.75
76170,LILLEBONNE,2,108,0.65
10430,ROSIČRES-PRČS-TROYES,2,108,0.67
38350,LA MURE,5,108,0.66
44117,SAINT-ANDRÉ-DES-EAUX,1,108,0.83
59210,COUDEKERQUE-BRANCHE,3,108,0.74
54270,ESSEY-LČS-NANCY,4,108,0.69
69420,CONDRIEU,6,108,0.76
79180,CHAURAY,1,108,0.78
57525,TALANGE,9,107,0.67
68124,WINTZENHEIM,6,107,0.61
74320,SEVRIER,8,107,0.62
38920,CROLLES,6,107,0.72
46100,FIGEAC,8,107,0.66
91650,BREUILLET,2,107,0.74
43770,CHADRAC,3,107,0.69
40660,MOLIETS-ET-MAA,3,106,0.74
73260,GRAND-AIGUEBLANCHE,6,106,0.61
29400,LANDIVISIAU,5,106,0.75
85470,BRETIGNOLLES-SUR-MER,3,106,0.82
5600,GUILLESTRE,6,106,0.64
14920,MATHIEU,1,106,0.78
77090,COLLÉGIEN,3,106,0.77
77290,MITRY-MORY,10,106,0.72
74330,SILLINGY,5,105,0.77
63610,BESSE-ET-SAINT-ANASTAISE,1,105,0.59
65400,ARGELČS-GAZOST,6,105,0.62
14530,LUC-SUR-MER,8,105,0.72
25400,AUDINCOURT,5,105,0.68
66820,VERNET-LES-BAINS,6,105,0.75
77310,PRINGY,5,104,0.8
69350,LA MULATIČRE,8,104,0.74
35310,MORDELLES,3,104,0.81
95220,HERBLAY-SUR-SEINE,9,104,0.64
91550,PARAY-VIEILLE-POSTE,3,104,0.82
11200,LÉZIGNAN-CORBIČRES,2,104,0.82
87270,COUZEIX,7,104,0.88
18200,SAINT-AMAND-MONTROND,7,104,0.71
37230,FONDETTES,3,103,0.72
72700,ALLONNES,2,103,0.54
67240,BISCHWILLER,9,103,0.79
77178,SAINT-PATHUS,2,103,0.74
75017,PARIS,1,103,0.55
88190,GOLBEY,6,103,0.67
74440,TANINGES,6,103,0.75
57700,HAYANGE,11,102,0.73
33127,MARTIGNAS-SUR-JALLE,3,102,0.69
80300,ALBERT,2,102,0.73
13670,SAINT-ANDIOL,3,102,0.56
13150,TARASCON,7,102,0.62
38760,VARCES-ALLIČRES-ET-RISSET,5,102,0.78
66500,PRADES,7,102,0.59
59139,WATTIGNIES,2,101,0.69
27100,VAL-DE-REUIL,1,101,0.5
54440,HERSERANGE,4,101,0.73
31140,LAUNAGUET,9,101,0.71
40230,SAINT-VINCENT-DE-TYROSSE,6,101,0.65
31140,AUCAMVILLE,5,101,0.81
17140,LAGORD,3,100,0.7
73320,TIGNES,2,100,0.83
69210,L'ARBRESLE,6,100,0.75
38480,LE PONT-DE-BEAUVOISIN,5,100,0.65
62640,MONTIGNY-EN-GOHELLE,1,100,0.76
38450,VIF,4,100,0.78
22550,MATIGNON,1,100,0.5
30300,BEAUCAIRE,6,100,0.69
76290,MONTIVILLIERS,2,100,0.61
27140,GISORS,9,100,0.74
26240,SAINT-VALLIER,4,99,0.73
71400,AUTUN,6,99,0.64
77124,VILLENOY,6,99,0.74
67640,FEGERSHEIM,5,99,0.74
5290,PUY-SAINT-VINCENT,4,99,0.6
17410,SAINT-MARTIN-DE-RÉ,2,99,0.76
97460,SAINT-PAUL,4,98,0.85
57290,SERÉMANGE-ERZANGE,3,98,0.63
30133,LES ANGLES,6,98,0.68
71380,SAINT-MARCEL,4,98,0.73
27300,BERNAY,5,98,0.74
45650,SAINT-JEAN-LE-BLANC,4,98,0.7
38114,ALLEMOND,2,98,0.7
84400,APT,7,98,0.69
59210,HEM,1,98,0.65
38570,GONCELIN,3,97,0.74
73600,SALINS-FONTAINE,3,97,0.79
6470,BEUIL,2,97,0.58
57300,MONDELANGE,5,97,0.66
84110,VAISON-LA-ROMAINE,6,96,0.7
39100,VILLETTE-LČS-DOLE,1,96,0.7
12230,LA CAVALERIE,1,96,0.54
90300,VALDOIE,4,96,0.75
64310,ASCAIN,2,96,0.71
74230,LES VILLARDS-SUR-THÔNES,4,96,0.68
27600,GAILLON,2,96,0.73
83640,SAINT-ZACHARIE,1,96,0.69
59117,WERVICQ-SUD,6,96,0.65
20260,CALVI,4,95,0.72
68150,RIBEAUVILLÉ,7,95,0.61
95320,SAINT-LEU-LA-FORĘT,4,95,0.69
76920,AMFREVILLE-LA-MI-VOIE,1,95,0.65
77700,MAGNY-LE-HONGRE,3,95,0.66
71160,DIGOIN,4,94,0.74
70400,HÉRICOURT,6,94,0.65
28300,MAINVILLIERS,2,94,0.7
64440,LARUNS,4,94,0.64
90200,GIROMAGNY,3,94,0.65
1170,GEX,2,94,0.66
73230,BARBY,5,94,0.79
54300,LUNÉVILLE,10,93,0.59
85500,LES HERBIERS,4,93,0.73
91430,IGNY,2,93,0.82
91330,YERRES,3,93,0.71
64400,OLORON-SAINTE-MARIE,9,93,0.71
91140,VILLEBON-SUR-YVETTE,5,93,0.58
55000,BAR-LE-DUC,10,92,0.72
78150,ROCQUENCOURT,2,92,0.8
61140,LE MANS,2,92,0.75
53950,LOUVERNÉ,1,92,0.66
57260,DIEUZE,2,92,0.5
97427,L'ÉTANG-SALÉ,1,92,0.54
91070,BONDOUFLE,2,92,0.81
60230,CHAMBLY,6,91,0.68
63800,COURNON-D'AUVERGNE,4,91,0.7
8200,SEDAN,1,91,0.74
72600,MAMERS,4,91,0.83
74890,BONS-EN-CHABLAIS,4,91,0.67
25160,LABERGEMENT-SAINTE-MARIE,8,91,0.7
59133,PHALEMPIN,4,90,0.7
9140,USTOU,1,90,0.83
64250,CAMBO-LES-BAINS,7,90,0.74
87350,PANAZOL,1,90,0.58
20213,PENTA-DI-CASINCA,3,90,0.65
73480,BESSANS,2,90,0.66
84310,MORIČRES-LČS-AVIGNON,2,90,0.86
89260,THORIGNY-SUR-OREUSE,1,90,0.7
75015,PARIS,3,90,0.79
40200,MIMIZAN,8,90,0.74
64240,BRISCOUS,2,89,0.8
44760,LES MOUTIERS-EN-RETZ,1,89,0.65
6430,TENDE,4,89,0.77
54200,TOUL,10,89,0.64
83340,LE LUC,5,89,0.73
68240,KAYSERSBERG VIGNOBLE,5,88,0.7
38560,JARRIE,2,88,0.63
25120,MAÎCHE,6,88,0.65
13730,SAINT-VICTORET,2,88,0.65
14760,BRETTEVILLE-SUR-ODON,1,88,0.69
95270,CHAUMONTEL,1,87,0.76
22770,LANCIEUX,5,87,0.82
91220,LE PLESSIS-PÂTÉ,2,87,0.56
56750,DAMGAN,5,87,0.82
65240,GERM,1,87,0.66
85400,LUÇON,3,87,0.59
95560,BAILLET-EN-FRANCE,1,87,0.76
22520,BINIC-ÉTABLES-SUR-MER,2,86,0.84
93410,VAUJOURS,3,86,0.8
78200,MAGNANVILLE,1,86,0.7
57120,ROMBAS,7,86,0.73
77250,MORET-LOING-ET-ORVANNE,6,86,0.74
31470,SAINT-LYS,2,86,0.87
95380,LOUVRES,5,86,0.7
73420,MÉRY,3,85,0.66
40990,SAINT-PAUL-LČS-DAX,5,85,0.7
31180,SAINT-GENIČS-BELLEVUE,1,85,0.64
1480,JASSANS-RIOTTIER,1,85,0.55
50500,CARENTAN-LES-MARAIS,4,85,0.69
91160,LONGJUMEAU,7,85,0.72
44980,SAINTE-LUCE-SUR-LOIRE,4,85,0.76
14990,BERNIČRES-SUR-MER,3,85,0.8
80410,CAYEUX-SUR-MER,4,84,0.78
73110,VALGELON-LA ROCHETTE,4,84,0.83
25300,LES FOURGS,7,84,0.58
45550,SAINT-DENIS-DE-L'HÔTEL,1,84,0.5
26620,LUS-LA-CROIX-HAUTE,1,84,0.57
13103,SAINT-ÉTIENNE-DU-GRČS,1,84,0.6
90850,ESSERT,5,84,0.65
44150,ANCENIS-SAINT-GÉRÉON,5,84,0.69
59146,PECQUENCOURT,1,84,0.64
45320,COURTENAY,1,84,0.54
86280,SAINT-BENOÎT,2,83,0.52
85560,LONGEVILLE-SUR-MER,4,83,0.74
68190,ENSISHEIM,3,83,0.85
51370,SAINT-BRICE-COURCELLES,2,83,0.89
53942,SAINT-BERTHEVIN,1,83,0.54
50270,BARNEVILLE-CARTERET,3,83,0.73
69720,SAINT-BONNET-DE-MURE,4,83,0.73
33470,LE TEICH,1,83,0.57
59190,HAZEBROUCK,4,83,0.77
69290,CRAPONNE,5,83,0.75
91480,QUINCY-SOUS-SÉNART,4,83,0.73
42190,CHARLIEU,9,82,0.73
7220,SAINT-MONTAN,1,82,0.57
74250,VILLE-EN-SALLAZ,1,82,0.89
29120,PONT-L'ABBÉ,5,82,0.76
40440,ONDRES,3,82,0.67
71150,CHAGNY,3,82,0.56
63670,LE CENDRE,1,82,0.57
34730,PRADES-LE-LEZ,3,82,0.73
4800,GRÉOUX-LES-BAINS,3,82,0.62
13120,GARDANNE,10,82,0.69
6190,ROQUEBRUNE-CAP-MARTIN,3,82,0.66
62460,DIVION,1,82,0.78
92220,ARCUEIL,1,82,0.71
13580,LA FARE-LES-OLIVIERS,1,81,0.56
59113,SECLIN,5,81,0.77
82300,CAUSSADE,2,81,0.87
35131,CHARTRES-DE-BRETAGNE,3,81,0.82
81990,LE SEQUESTRE,1,81,0.7
68230,TURCKHEIM,9,81,0.73
59510,HEM,1,81,0.56
75014,PARIS,1,80,0.76
33230,COUTRAS,2,80,0.7
82170,DIEUPENTALE,1,80,0.78
78610,LE PERRAY-EN-YVELINES,5,80,0.72
37600,LOCHES,2,80,0.67
59178,HASNON,1,80,0.6
74140,SCIEZ,6,80,0.69
38560,CHAMP-SUR-DRAC,2,80,0.58
17670,LA COUARDE-SUR-MER,1,80,0.9
13520,LES BAUX-DE-PROVENCE,1,80,0.56
31840,AUSSONNE,2,79,0.55
17450,FOURAS,5,79,0.67
67410,DRUSENHEIM,4,79,0.59
97227,SAINTE-ANNE,3,79,0.65
41200,ROMORANTIN-LANTHENAY,3,79,0.66
20200,VILLE-DI-PIETRABUGNO,3,79,0.6
77450,ESBLY,6,79,0.75
83310,LA MÔLE,2,79,0.74
69830,SAINT-GEORGES-DE-RENEINS,4,79,0.7
70200,LURE,3,79,0.75
9100,PAMIERS,4,79,0.75
29250,SAINT-POL-DE-LÉON,2,78,0.78
69003,LYON,2,78,0.79
80080,AMIENS,3,78,0.73
12000,LE MONASTČRE,2,78,0.84
62215,OYE-PLAGE,1,78,0.64
56860,SÉNÉ,3,78,0.76
73700,MONTVALEZAN,3,78,0.54
26220,DIEULEFIT,5,78,0.67
13016,MARSEILLE - 16E ARRONDISSEMENT,8,78,0.62
33290,BLANQUEFORT,5,78,0.8
34980,SAINT-CLÉMENT-DE-RIVIČRE,3,78,0.61
44140,GENESTON,1,78,0.72
29680,ROSCOFF,4,78,0.65
13790,ROUSSET,3,77,0.71
78420,CARRIČRES-SUR-SEINE,7,77,0.59
33240,SAINT-ANDRÉ-DE-CUBZAC,2,77,0.84
74200,MARGENCEL,3,77,0.64
66760,BOURG-MADAME,4,77,0.6
42500,LE CHAMBON-FEUGEROLLES,8,77,0.69
1200,VALSERHÔNE,3,77,0.72
69210,LENTILLY,4,77,0.84
78320,LE MESNIL-SAINT-DENIS,3,77,0.7
6800,CAGNES-SUR-MER,5,76,0.78
71100,SAINT-RÉMY,4,76,0.76
5200,BARATIER,1,76,0.75
16710,SAINT-YRIEIX-SUR-CHARENTE,3,76,0.67
13340,ROGNAC,3,76,0.71
40280,SAINT-PIERRE-DU-MONT,2,76,0.79
68460,LUTTERBACH,7,76,0.73
86240,FONTAINE-LE-COMTE,1,76,0.51
54220,MALZÉVILLE,3,76,0.57
38660,LA TERRASSE,2,76,0.59
34700,LODČVE,3,75,0.77
81200,MAZAMET,4,75,0.72
13520,MAUSSANE-LES-ALPILLES,2,75,0.69
73350,CHAMPAGNY-EN-VANOISE,5,75,0.69
78530,BUC,5,75,0.68
51430,TINQUEUX,2,75,0.75
44770,PRÉFAILLES,3,75,0.78
13220,CHÂTEAUNEUF-LES-MARTIGUES,5,75,0.67
29300,QUIMPERLÉ,6,75,0.71
97122,BAIE-MAHAULT,2,75,0.62
45110,CHÂTEAUNEUF-SUR-LOIRE,3,75,0.71
69170,TARARE,5,74,0.63
5330,SAINT-CHAFFREY,4,74,0.75
25300,DOUBS,5,74,0.73
35780,LA RICHARDAIS,2,74,0.68
66760,ANGOUSTRINE-VILLENEUVE-DES-ESCALDES,1,74,0.8
29820,BOHARS,1,74,0.58
45430,CHÉCY,3,74,0.71
31860,PINS-JUSTARET,2,74,0.77
74120,DEMI-QUARTIER,6,74,0.77
78960,VOISINS-LE-BRETONNEUX,3,74,0.74
59495,LEFFRINCKOUCKE,5,73,0.76
69270,COUZON-AU-MONT-D'OR,4,73,0.59
87500,SAINT-YRIEIX-LA-PERCHE,2,73,0.77
20169,BONIFACIO,2,73,0.63
74370,EPAGNY METZ-TESSY,3,73,0.65
49500,SEGRÉ-EN-ANJOU BLEU,2,73,0.61
6220,VALLAURIS,3,73,0.71
95400,ARNOUVILLE,6,73,0.68
28700,AUNEAU-BLEURY-SAINT-SYMPHORIEN,4,73,0.8
14500,VIRE NORMANDIE,8,73,0.64
14750,SAINT-AUBIN-SUR-MER,7,73,0.7
95750,CHARS,3,73,0.67
62114,SAINS-EN-GOHELLE,1,72,0.67
95000,PONTOISE,1,72,0.82
42320,LA GRAND-CROIX,5,72,0.73
51530,SAINT-MARTIN-D'ABLOIS,1,72,0.56
17700,SURGČRES,1,72,0.75
25200,GRAND-CHARMONT,2,72,0.56
68920,WINTZENHEIM,4,71,0.67
91250,TIGERY,3,71,0.74
25110,BAUME-LES-DAMES,3,71,0.65
83640,PLAN-D'AUPS-SAINTE-BAUME,3,71,0.73
69360,SAINT-SYMPHORIEN-D'OZON,4,71,0.7
83510,LORGUES,2,71,0.73
17570,LES MATHES,3,71,0.54
77390,GUIGNES,4,70,0.77
6420,VALDEBLORE,2,70,0.56
74540,ALBY-SUR-CHÉRAN,2,70,0.65
13080,AIX-EN-PROVENCE,1,70,0.86
94460,VALENTON,2,70,0.7
22410,SAINT-QUAY-PORTRIEUX,4,70,0.65
14120,MONDEVILLE,3,70,0.56
80330,LONGUEAU,1,70,0.87
15300,LAVEISSIČRE,2,70,0.65
34420,PORTIRAGNES,1,70,0.79
6700,SAINT-LAURENT-DU-VAR,2,70,0.77
24750,CHAMPCEVINEL,1,70,0.6
29280,PLOUZANÉ,1,70,0.7
31150,GRATENTOUR,2,70,0.79
57130,ARS-SUR-MOSELLE,6,70,0.7
57350,SCHŚNECK,3,70,0.63
74370,ARGONAY,3,69,0.76
38410,CHAMROUSSE,3,69,0.65
74110,LA CÔTE-D'ARBROZ,2,69,0.74
73200,GILLY-SUR-ISČRE,4,69,0.7
67390,MARCKOLSHEIM,5,69,0.69
97424,SAINT-LEU,3,68,0.7
74800,AMANCY,5,68,0.79
76380,CANTELEU,4,68,0.68
57185,CLOUANGE,6,68,0.74
7300,TOURNON-SUR-RHÔNE,2,68,0.78
73210,LA PLAGNE TARENTAISE,4,68,0.58
17139,DOMPIERRE-SUR-MER,1,68,0.78
13530,TRETS,4,68,0.67
34240,LAMALOU-LES-BAINS,2,68,0.63
73400,UGINE,3,68,0.71
27110,LE NEUBOURG,4,68,0.59
74490,SAINT-JEOIRE,4,68,0.64
90100,DELLE,5,68,0.63
37210,ROCHECORBON,3,68,0.7
35760,SAINT-GRÉGOIRE,2,68,0.8
17170,SAINT-JEAN-DE-LIVERSAY,1,68,0.66
73480,BONNEVAL-SUR-ARC,5,68,0.67
17170,COURÇON,2,68,0.74
76440,FORGES-LES-EAUX,4,67,0.77
42340,VEAUCHE,4,67,0.68
91520,ÉGLY,4,67,0.71
73270,BEAUFORT,4,67,0.58
5260,SAINT-LÉGER-LES-MÉLČZES,4,67,0.67
78450,VILLEPREUX,2,67,0.8
78860,SAINT-NOM-LA-BRETČCHE,2,67,0.74
42140,CHAZELLES-SUR-LYON,5,67,0.68
11620,VILLEMOUSTAUSSOU,1,67,0.72
56400,PLUNERET,1,67,0.6
68250,ROUFFACH,5,67,0.7
33000,TALENCE,1,67,0.54
69290,GRÉZIEU-LA-VARENNE,3,66,0.66
67202,WOLFISHEIM,3,66,0.75
77860,QUINCY-VOISINS,2,66,0.65
64320,BIZANOS,4,66,0.65
91090,LISSES,3,66,0.87
95340,PERSAN,6,66,0.68
12340,BOZOULS,7,66,0.75
73300,SAINT-PANCRACE,1,66,0.59
86130,JAUNAY-MARIGNY,1,66,0.83
38070,SAINT-QUENTIN-FALLAVIER,4,66,0.76
42530,SAINT-GENEST-LERPT,6,65,0.77
33370,TRESSES,1,65,0.8
38320,POISAT,3,65,0.74
73460,FRONTENEX,4,65,0.68
57910,HAMBACH,3,65,0.74
69220,BELLEVILLE-EN-BEAUJOLAIS,4,65,0.79
60330,LE PLESSIS-BELLEVILLE,1,65,0.89
59223,RONCQ,1,65,0.78
54150,VAL DE BRIEY,4,65,0.66
35470,BAIN-DE-BRETAGNE,4,65,0.72
20167,AJACCIO,3,65,0.61
34190,GANGES,4,65,0.57
5220,LE MONĘTIER-LES-BAINS,3,65,0.54
84600,VALRÉAS,3,64,0.72
62440,HARNES,1,64,0.88
78410,AUBERGENVILLE,3,64,0.85
25130,VILLERS-LE-LAC,6,64,0.72
73590,NOTRE-DAME-DE-BELLECOMBE,5,64,0.66
25600,SOCHAUX,5,64,0.77
42480,LA FOUILLOUSE,6,64,0.7
45300,PITHIVIERS,4,64,0.78
14130,PONT-L'ÉVĘQUE,3,64,0.82
72200,LA FLČCHE,3,64,0.7
40160,PARENTIS-EN-BORN,4,64,0.75
30230,RODILHAN,1,64,0.89
57240,KNUTANGE,2,64,0.69
71420,CIRY-LE-NOBLE,1,64,0.62
56870,LARMOR-BADEN,1,64,0.86
13710,FUVEAU,5,63,0.72
39220,BOIS-D'AMONT,3,63,0.69
59250,HALLUIN,6,63,0.63
38210,TULLINS,4,63,0.6
95370,MONTIGNY-LČS-CORMEILLES,5,63,0.75
22190,PLÉRIN,4,63,0.79
81500,LAVAUR,4,63,0.71
35230,NOYAL-CHÂTILLON-SUR-SEICHE,2,63,0.74
66240,SAINT-ESTČVE,3,63,0.77
69560,SAINT-ROMAIN-EN-GAL,3,63,0.75
20217,SAINT-FLORENT,2,62,0.65
66400,CÉRET,3,62,0.65
68440,HABSHEIM,4,62,0.72
74130,CONTAMINE-SUR-ARVE,2,62,0.76
62223,SAINTE-CATHERINE,1,62,0.79
68390,SAUSHEIM,2,62,0.82
68600,VOLGELSHEIM,2,62,0.77
38230,CHARVIEU-CHAVAGNEUX,3,62,0.52
44420,PIRIAC-SUR-MER,3,62,0.6
54190,VILLERUPT,6,62,0.69
44160,PONTCHÂTEAU,4,62,0.64
62217,ACHICOURT,2,62,0.77
14390,VARAVILLE,6,62,0.72
42650,SAINT-JEAN-BONNEFONDS,3,62,0.62
74380,CRANVES-SALES,1,62,0.82
77230,MOUSSY-LE-NEUF,2,61,0.86
38250,CORRENÇON-EN-VERCORS,3,61,0.74
76700,HARFLEUR,2,61,0.68
44270,MACHECOUL-SAINT-MĘME,3,61,0.7
80350,MERS-LES-BAINS,3,61,0.57
54730,GORCY,5,61,0.73
29270,CARHAIX-PLOUGUER,2,61,0.54
33185,LE HAILLAN,3,61,0.62
59118,WAMBRECHIES,4,60,0.75
82290,MONTBETON,1,60,0.88
82700,MONTBARTIER,1,60,0.8
5260,ANCELLE,3,60,0.66
57290,FAMECK,3,60,0.7
54400,COSNES-ET-ROMAIN,2,60,0.67
62280,SAINT-MARTIN-BOULOGNE,1,60,0.63
69380,LOZANNE,3,60,0.85
95470,FOSSES,4,60,0.79
91770,SAINT-VRAIN,2,60,0.81
45590,SAINT-CYR-EN-VAL,1,60,0.87
75003,PARIS 3ÈME ARRONDISSEMENT,4,60,0.58
22360,LANGUEUX,1,60,0.73
74480,PASSY,1,60,0.82
57480,APACH,1,60,0.83
91580,ÉTRÉCHY,7,59,0.76
66470,SAINTE-MARIE-LA-MER,3,59,0.54
44880,SAUTRON,2,59,0.7
3270,SAINT-YORRE,1,59,0.53
56410,ÉTEL,5,59,0.65
43200,YSSINGEAUX,5,59,0.73
28230,ÉPERNON,7,59,0.67
38470,VINAY,4,59,0.83
66450,POLLESTRES,2,59,0.62
62170,MONTREUIL-SUR-MER,1,59,0.85
76960,NOTRE-DAME-DE-BONDEVILLE,1,59,0.76
67620,SOUFFLENHEIM,4,59,0.64
26140,SAINT-RAMBERT-D'ALBON,3,58,0.72
33580,MONSÉGUR,1,58,0.52
62231,SANGATTE,3,58,0.75
69720,SAINT-LAURENT-DE-MURE,3,58,0.58
84810,AUBIGNAN,3,58,0.64
74470,BELLEVAUX,2,58,0.73
37700,LA VILLE-AUX-DAMES,2,58,0.72
27130,VERNEUIL D'AVRE ET D'ITON,4,58,0.76
50300,SAINT-MARTIN-DES-CHAMPS,2,58,0.68
31120,ROQUES,2,58,0.66
97423,SAINT-PAUL,2,58,0.83
25160,SAINT-POINT-LAC,3,58,0.56
53100,MAYENNE,4,57,0.71
38490,LES ABRETS EN DAUPHINÉ,4,57,0.64
25480,ÉCOLE-VALENTIN,5,57,0.69
14550,BLAINVILLE-SUR-ORNE,1,57,0.82
31600,SEYSSES,3,57,0.72
58000,SAINT-ÉLOI,1,57,0.51
14780,LION-SUR-MER,3,57,0.71
76110,GODERVILLE,2,57,0.78
28300,LČVES,1,57,0.74
38380,SAINT-LAURENT-DU-PONT,4,57,0.69
74160,BEAUMONT,3,57,0.72
65120,BARČGES,2,57,0.67
29290,SAINT-RENAN,3,57,0.71
94380,BONNEUIL-SUR-MARNE,5,57,0.72
44220,COUËRON,3,57,0.7
67370,TRUCHTERSHEIM,4,57,0.7
20166,PIETROSELLA,1,56,0.84
17250,TRIZAY,1,56,0.8
59163,CONDÉ-SUR-L'ESCAUT,1,56,0.54
36400,LA CHÂTRE,3,56,0.58
65120,VIELLA,1,56,0.77
31130,QUINT-FONSEGRIVES,3,56,0.86
67160,SEEBACH,1,56,0.57
44390,NORT-SUR-ERDRE,2,56,0.75
13510,ÉGUILLES,7,56,0.73
85250,SAINT-FULGENT,1,56,0.75
33560,CARBON-BLANC,1,56,0.75
62110,HÉNIN-BEAUMONT,2,56,0.71
13112,LA DESTROUSSE,2,56,0.88
28130,MAINTENON,4,56,0.77
78520,LIMAY,4,56,0.79
35150,JANZÉ,3,56,0.7
83170,ROUGIERS,1,56,0.88
29780,PLOUHINEC,2,56,0.69
57180,TERVILLE,4,56,0.78
6140,VENCE,3,56,0.79
56800,PLOËRMEL,3,55,0.71
95490,VAURÉAL,3,55,0.76
38440,SAINT-JEAN-DE-BOURNAY,4,55,0.76
97435,SAINT-PAUL,1,55,0.82
68140,MUNSTER,6,55,0.59
31650,SAINT-ORENS-DE-GAMEVILLE,3,55,0.7
2420,LEHAUCOURT,1,55,0.84
79100,THOUARS,3,55,0.73
12210,LAGUIOLE,3,55,0.7
37120,RICHELIEU,11,55,0.6
13640,LA ROQUE-D'ANTHÉRON,2,55,0.64
59820,GRAVELINES,2,55,0.75
77400,SAINT-THIBAULT-DES-VIGNES,1,54,0.72
12200,VILLEFRANCHE-DE-ROUERGUE,5,54,0.64
97425,LES AVIRONS,2,54,0.77
17180,PÉRIGNY,3,54,0.73
34800,CLERMONT-L'HÉRAULT,2,54,0.87
74370,VILLAZ,3,54,0.78
78740,VAUX-SUR-SEINE,5,54,0.72
45770,SARAN,2,54,0.71
57000,THIONVILLE,1,54,0.65
69250,ALBIGNY-SUR-SAÔNE,3,54,0.6
93440,DUGNY,1,54,0.89
35540,MINIAC-MORVAN,1,54,0.78
44115,BASSE-GOULAINE,2,54,0.77
34309,AGDE,1,54,0.78
