code_postal,ville,nb_immeubles_cibles,total_lots_cibles,score_moyen_cibles
78620,L'ÉTANG-LA-VILLE,3,54,0.75
77920,SAMOIS-SUR-SEINE,3,54,0.84
88580,SAULCY-SUR-MEURTHE,2,54,0.64
20200,L'ÎLE-ROUSSE,1,54,0.59
54310,HOMÉCOURT,3,54,0.63
25370,JOUGNE,5,54,0.6
28150,LES VILLAGES VOVÉENS,1,54,0.5
68720,ILLFURTH,4,53,0.69
1170,CHEVRY,1,53,0.85
62480,LE PORTEL,3,53,0.54
34270,SAINT-MATHIEU-DE-TRÉVIERS,1,53,0.7
4400,BARCELONNETTE,3,53,0.75
60140,LIANCOURT,6,53,0.65
35260,CANCALE,6,53,0.63
91340,OLLAINVILLE,4,53,0.74
20100,SARTČNE,4,53,0.73
42600,SAVIGNEUX,4,53,0.8
25650,GILLEY,5,53,0.64
20145,SARI-SOLENZARA,3,53,0.81
20230,SAN-NICOLAO,2,52,0.79
54280,SEICHAMPS,2,52,0.7
45330,LE MALESHERBOIS,2,52,0.62
69360,SÉRÉZIN-DU-RHÔNE,4,52,0.73
41000,VILLEBAROU,1,52,0.85
66760,ENVEITG,4,52,0.8
38330,BIVIERS,3,52,0.68
42680,SAINT-MARCELLIN-EN-FOREZ,2,52,0.75
57440,ALGRANGE,3,52,0.61
31790,SAINT-JORY,2,52,0.56
44310,SAINT-PHILBERT-DE-GRAND-LIEU,3,52,0.62
91790,BOISSY-SOUS-SAINT-YON,2,52,0.81
74350,CRUSEILLES,2,52,0.7
26140,ANNEYRON,4,52,0.79
57070,SAINT-JULIEN-LČS-METZ,5,52,0.78
57250,MOYEUVRE-GRANDE,3,52,0.65
74350,COPPONEX,2,51,0.75
13210,SAINT-RÉMY-DE-PROVENCE,3,51,0.73
13170,LES PENNES-MIRABEAU,5,51,0.63
67340,INGWILLER,5,51,0.64
76120,LE GRAND-QUEVILLY,1,51,0.86
31240,SAINT-JEAN,2,51,0.83
74800,ETAUX,2,51,0.73
31340,VILLEMUR-SUR-TARN,2,51,0.69
69006,LYON,1,51,0.51
20200,SAN-MARTINO-DI-LOTA,2,50,0.69
38790,SAINT-GEORGES-D'ESPÉRANCHE,1,50,0.9
26260,SAINT-DONAT-SUR-L'HERBASSE,4,50,0.83
69780,MIONS,2,50,0.85
31220,MARTRES-TOLOSANE,1,50,0.84
63110,BEAUMONT,3,50,0.76
14880,HERMANVILLE-SUR-MER,3,50,0.68
6450,SAINT-MARTIN-VÉSUBIE,1,50,0.64
36130,DÉOLS,2,50,0.64
64320,IDRON,1,50,0.72
29750,LOCTUDY,4,50,0.74
35290,GAËL,1,50,0.88
44450,SAINT-JULIEN-DE-CONCELLES,1,50,0.68
16440,NERSAC,1,50,0.72
73590,CREST-VOLAND,5,50,0.65
69390,VERNAISON,3,50,0.53
33210,LANGON,3,49,0.64
31830,PLAISANCE-DU-TOUCH,3,49,0.69
16200,JARNAC,2,49,0.58
88400,XONRUPT-LONGEMER,2,49,0.66
42330,SAINT-GALMIER,3,49,0.67
85110,CHANTONNAY,2,49,0.7
68220,HAGENTHAL-LE-BAS,2,49,0.72
25410,SAINT-VIT,2,49,0.71
31150,LESPINASSE,2,49,0.73
60540,BORNEL,3,49,0.75
49800,LOIRE-AUTHION,1,49,0.71
67660,BETSCHDORF,2,49,0.74
94510,LA QUEUE-EN-BRIE,4,49,0.7
6510,GATTIČRES,1,49,0.67
95270,SAINT-MARTIN-DU-TERTRE,3,49,0.62
68770,AMMERSCHWIHR,3,49,0.81
35310,CHAVAGNE,2,49,0.58
78350,JOUY-EN-JOSAS,5,49,0.61
49460,MONTREUIL-JUIGNÉ,2,49,0.83
54510,TOMBLAINE,3,48,0.62
31120,PINSAGUEL,1,48,0.88
77124,CRÉGY-LČS-MEAUX,2,48,0.71
21170,SAINT-JEAN-DE-LOSNE,1,48,0.71
87920,CONDAT-SUR-VIENNE,3,48,0.88
52400,BOURBONNE-LES-BAINS,2,48,0.7
13160,CHÂTEAURENARD,6,48,0.7
95680,MONTLIGNON,3,48,0.7
95250,BEAUCHAMP,1,48,0.83
41250,BRACIEUX,1,48,0.77
35740,PACÉ,2,48,0.86
83170,LA CELLE,1,48,0.88
74380,BONNE,3,48,0.6
67114,ESCHAU,2,48,0.64
34830,CLAPIERS,1,48,0.73
31860,LABARTHE-SUR-LČZE,2,48,0.56
77230,DAMMARTIN-EN-GOËLE,7,47,0.71
68390,BALDERSHEIM,3,47,0.68
30420,CALVISSON,3,47,0.71
69740,GENAS,2,47,0.7
88100,SAINTE-MARGUERITE,3,47,0.58
25310,HÉRIMONCOURT,4,47,0.65
20290,LUCCIANA,2,47,0.64
13880,VELAUX,3,47,0.67
29470,PLOUGASTEL-DAOULAS,2,47,0.55
38114,VAUJANY,2,47,0.65
77720,MORMANT,2,47,0.67
31490,LÉGUEVIN,3,47,0.73
1500,AMBÉRIEU-EN-BUGEY,2,47,0.74
73240,SAINT-GENIX-LES-VILLAGES,2,47,0.55
60520,LA CHAPELLE-EN-SERVAL,5,47,0.66
44730,SAINT-MICHEL-CHEF-CHEF,4,47,0.67
51170,FISMES,3,47,0.73
38090,VILLEFONTAINE,2,47,0.64
29140,ROSPORDEN,4,47,0.66
29930,PONT-AVEN,1,46,0.85
88800,VITTEL,3,46,0.6
85600,MONTAIGU-VENDÉE,3,46,0.67
86200,LOUDUN,2,46,0.84
53940,SAINT-BERTHEVIN,2,46,0.88
94880,NOISEAU,2,46,0.72
60250,MOUY,4,46,0.76
10400,NOGENT-SUR-SEINE,3,46,0.82
13410,LAMBESC,6,46,0.65
69550,AMPLEPUIS,2,46,0.84
75005,PARIS,1,45,0.82
77230,THIEUX,1,45,0.69
74140,MESSERY,3,45,0.79
89200,AVALLON,2,45,0.77
30190,SAINT-GENIČS-DE-MALGOIRČS,1,45,0.78
57130,SAINTE-RUFFINE,1,45,0.84
56510,SAINT-PIERRE-QUIBERON,4,45,0.8
29740,PLOBANNALEC-LESCONIL,2,45,0.55
30140,ANDUZE,5,45,0.7
67350,VAL-DE-MODER,4,45,0.74
78114,MAGNY-LES-HAMEAUX,3,45,0.67
73800,ARBIN,1,45,0.51
32500,FLEURANCE,2,45,0.66
34570,PIGNAN,3,45,0.82
95620,PARMAIN,1,44,0.82
91570,BIČVRES,1,44,0.57
91560,CROSNE,1,44,0.52
20230,CANALE-DI-VERDE,1,44,0.52
34130,SAINT-AUNČS,2,44,0.77
91710,VERT-LE-PETIT,2,44,0.69
91740,PUSSAY,2,44,0.67
81300,GRAULHET,1,44,0.55
67120,DACHSTEIN,1,44,0.64
52000,VILLIERS-LE-SEC,1,44,0.59
34740,VENDARGUES,3,44,0.59
13440,CABANNES,3,44,0.71
34690,FABRČGUES,1,44,0.86
42150,LA RICAMARIE,3,44,0.65
74370,FILLIČRE,4,44,0.52
78730,SAINT-ARNOULT-EN-YVELINES,5,44,0.73
87170,ISLE,1,44,0.77
57390,RÉDANGE,3,44,0.86
42570,SAINT-HÉAND,2,44,0.76
38670,CHASSE-SUR-RHÔNE,4,43,0.63
46200,SOUILLAC,3,43,0.78
39170,LAVANS-LČS-SAINT-CLAUDE,2,43,0.62
64230,ARTIGUELOUVE,1,43,0.79
13760,SAINT-CANNAT,3,43,0.7
78470,SAINT-RÉMY-LČS-CHEVREUSE,3,43,0.67
73330,LE PONT-DE-BEAUVOISIN,2,43,0.74
88300,NEUFCHÂTEAU,3,43,0.6
83440,SAINT-PAUL-EN-FORĘT,1,43,0.86
17137,NIEUL-SUR-MER,1,43,0.65
35410,CHÂTEAUGIRON,3,43,0.58
95280,JOUY-LE-MOUTIER,6,43,0.77
84250,LE THOR,1,43,0.51
84320,ENTRAIGUES-SUR-LA-SORGUE,2,43,0.75
71250,CLUNY,2,43,0.68
13119,SAINT-SAVOURNIN,2,43,0.56
62240,DESVRES,1,43,0.63
12450,LUC-LA-PRIMAUBE,4,43,0.66
30300,FOURQUES,2,43,0.73
38960,SAINT-ÉTIENNE-DE-CROSSEY,1,42,0.5
83820,RAYOL-CANADEL-SUR-MER,4,42,0.66
69890,LA TOUR-DE-SALVAGNY,2,42,0.73
17132,MESCHERS-SUR-GIRONDE,4,42,0.73
38490,AOSTE,2,42,0.69
77410,MESSY,1,42,0.57
35770,VERN-SUR-SEICHE,3,42,0.77
25370,ROCHEJEAN,4,42,0.71
74500,MAXILLY-SUR-LÉMAN,2,42,0.75
31600,LABASTIDETTE,1,42,0.57
90400,SEVENANS,1,42,0.57
65800,AUREILHAN,2,42,0.71
22370,PLÉNEUF-VAL-ANDRÉ,4,42,0.74
22440,PLOUFRAGAN,1,42,0.86
7140,LES VANS,2,42,0.69
83460,LES ARCS,3,42,0.77
38114,VILLARD-RECULAS,2,42,0.5
6410,BIOT,1,41,0.8
77320,LA FERTÉ-GAUCHER,2,41,0.79
56730,SAINT-GILDAS-DE-RHUYS,2,41,0.57
67810,HOLTZHEIM,2,41,0.77
67650,DAMBACH-LA-VILLE,2,41,0.79
91460,MARCOUSSIS,3,41,0.7
76160,DARNÉTAL,2,41,0.8
15400,RIOM-ČS-MONTAGNES,3,41,0.71
29700,PLUGUFFAN,2,41,0.88
35160,BRETEIL,2,41,0.76
28210,NOGENT-LE-ROI,2,41,0.87
29660,CARANTEC,1,41,0.68
90700,CHÂTENOIS-LES-FORGES,5,41,0.65
6110,LE CANNET,2,41,0.79
54425,PULNOY,3,41,0.55
54800,JARNY,4,41,0.74
48300,LANGOGNE,3,41,0.83
39260,MOIRANS-EN-MONTAGNE,2,41,0.68
97354,REMIRE-MONTJOLY,1,41,0.51
5260,SAINT-MICHEL-DE-CHAILLOL,4,41,0.81
69290,POLLIONNAY,3,40,0.8
37220,L'ÎLE-BOUCHARD,8,40,0.6
35132,VEZIN-LE-COQUET,3,40,0.78
39130,UXELLES,1,40,0.75
33850,LÉOGNAN,1,40,0.88
47240,BON-ENCONTRE,1,40,0.5
63170,AUBIČRE,4,40,0.69
38250,LANS-EN-VERCORS,4,40,0.65
81400,CARMAUX,1,40,0.82
5340,VALLOUISE-PELVOUX,3,40,0.75
83440,MONTAUROUX,3,40,0.76
25250,L'ISLE-SUR-LE-DOUBS,4,40,0.58
20245,SARTČNE,1,40,0.68
37500,CHINON,2,40,0.6
35340,LIFFRÉ,1,40,0.88
48200,SAINT-CHÉLY-D'APCHER,4,40,0.77
35370,ARGENTRÉ-DU-PLESSIS,2,40,0.68
76240,BONSECOURS,1,40,0.85
13100,LE THOLONET,1,40,0.75
95430,AUVERS-SUR-OISE,6,40,0.73
57310,BERTRANGE,2,40,0.73
72560,CHANGÉ,1,40,0.5
74210,LATHUILE,1,40,0.55
72210,LA SUZE-SUR-SARTHE,1,39,0.82
1300,BELLEY,1,39,0.51
75013,PARIS,1,39,0.85
40390,SAINT-MARTIN-DE-SEIGNANX,1,39,0.74
38550,SAINT-MAURICE-L'EXIL,2,39,0.8
77570,CHÂTEAU-LANDON,2,39,0.9
30650,ROCHEFORT-DU-GARD,2,39,0.59
60170,RIBÉCOURT-DRESLINCOURT,1,39,0.87
33220,SAINTE-FOY-LA-GRANDE,2,39,0.68
65300,LANNEMEZAN,2,39,0.64
29940,LA FORĘT-FOUESNANT,2,39,0.61
42420,LORETTE,4,39,0.72
65120,SERS,1,39,0.51
76910,CRIEL-SUR-MER,4,39,0.66
35170,BRUZ,4,39,0.73
31670,LABČGE,2,39,0.82
66230,PRATS-DE-MOLLO-LA-PRESTE,2,39,0.66
39310,LAMOURA,1,38,0.55
76810,LUNERAY,2,38,0.83
14880,COLLEVILLE-MONTGOMERY,1,38,0.68
34830,JACOU,4,38,0.62
74140,MACHILLY,2,38,0.65
66340,OSSÉJA,5,38,0.73
22600,LOUDÉAC,2,38,0.85
31470,FONSORBES,2,38,0.7
56550,BELZ,1,38,0.71
66210,LA LLAGONNE,1,38,0.58
50200,COUTANCES,4,38,0.69
38140,RENAGE,2,38,0.53
69930,SAINT-LAURENT-DE-CHAMOUSSET,3,38,0.83
17940,RIVEDOUX-PLAGE,2,38,0.61
91470,FORGES-LES-BAINS,2,38,0.74
91450,SOISY-SUR-SEINE,5,38,0.75
68840,PULVERSHEIM,3,38,0.67
75012,SAINT-MAURICE,1,38,0.82
95390,SAINT-PRIX,3,38,0.71
56530,QUÉVEN,3,38,0.74
95180,MENUCOURT,1,38,0.71
38230,TIGNIEU-JAMEYZIEU,2,38,0.65
73590,COHENNOZ,4,37,0.76
35330,LA CHAPELLE-BOUËXIC,1,37,0.65
50380,SAINT-PAIR-SUR-MER,3,37,0.8
29770,AUDIERNE,2,37,0.8
50610,JULLOUVILLE,2,37,0.65
40530,LABENNE,3,37,0.7
64230,LESCAR,3,37,0.72
69650,QUINCIEUX,2,37,0.69
75020,PARIS,2,37,0.74
60130,SAINT-JUST-EN-CHAUSSÉE,3,37,0.77
71570,CHAINTRÉ,1,37,0.62
74300,MAGLAND,2,37,0.73
69460,ODENAS,1,37,0.81
95420,MAGNY-EN-VEXIN,3,37,0.84
59910,BONDUES,2,37,0.74
67720,WEYERSHEIM,1,37,0.68
63150,LA BOURBOULE,5,37,0.6
46300,GOURDON,2,37,0.73
62220,CARVIN,2,37,0.71
38270,SAINT-BARTHÉLEMY,1,36,0.61
85170,LE POIRÉ-SUR-VIE,1,36,0.75
84270,VEDČNE,3,36,0.57
57155,MARLY,2,36,0.78
69510,SOUCIEU-EN-JARREST,5,36,0.63
77111,SOIGNOLLES-EN-BRIE,1,36,0.56
57700,NEUFCHEF,1,36,0.89
69260,CHARBONNIČRES-LES-BAINS,1,36,0.5
32600,PUJAUDRAN,1,36,0.89
69008,LYON,1,36,0.72
91590,BAULNE,1,36,0.89
84210,PERNES-LES-FONTAINES,4,36,0.7
70500,JUSSEY,1,36,0.67
45240,LA FERTÉ-SAINT-AUBIN,2,36,0.66
33740,ARČS,2,36,0.88
33121,CARCANS,2,36,0.77
7430,DAVÉZIEUX,1,36,0.69
81370,SAINT-SULPICE-LA-POINTE,1,36,0.75
22590,PORDIC,2,36,0.81
44420,MESQUER,1,36,0.5
38360,NOYAREY,3,35,0.76
67680,EPFIG,3,35,0.85
56850,CAUDAN,2,35,0.8
25140,CHARQUEMONT,5,35,0.73
67520,MARLENHEIM,3,35,0.73
64990,MOUGUERRE,2,35,0.65
61300,L'AIGLE,3,35,0.75
51120,SÉZANNE,3,35,0.7
28320,GALLARDON,5,35,0.79
69270,FONTAINES-SAINT-MARTIN,4,35,0.53
69210,FLEURIEUX-SUR-L'ARBRESLE,2,35,0.88
77000,LA ROCHETTE,2,35,0.81
35220,CHÂTEAUBOURG,2,35,0.68
89500,VILLENEUVE-SUR-YONNE,1,35,0.57
88110,RAON-L'ÉTAPE,4,35,0.75
17310,SAINT-PIERRE-D'OLÉRON,2,35,0.63
38540,HEYRIEUX,2,35,0.79
15200,MAURIAC,2,35,0.6
77370,NANGIS,1,35,0.71
35360,MONTAUBAN-DE-BRETAGNE,1,35,0.89
17550,DOLUS-D'OLÉRON,2,35,0.7
77450,MONTRY,4,34,0.73
35520,LA CHAPELLE-DES-FOUGERETZ,3,34,0.86
38880,AUTRANS-MÉAUDRE EN VERCORS,3,34,0.61
56140,MALESTROIT,2,34,0.76
35290,SAINT-MÉEN-LE-GRAND,2,34,0.5
27320,NONANCOURT,3,34,0.69
59560,COMINES,1,34,0.59
14830,LANGRUNE-SUR-MER,2,34,0.63
25400,TAILLECOURT,2,34,0.76
59134,FOURNES-EN-WEPPES,1,34,0.65
54590,HUSSIGNY-GODBRANGE,2,34,0.74
24310,BRANTÔME EN PÉRIGORD,1,34,0.65
82100,CASTELSARRASIN,3,34,0.78
57360,AMNÉVILLE,4,34,0.65
35160,MONTFORT-SUR-MEU,3,34,0.7
67550,VENDENHEIM,3,34,0.77
78270,BONNIČRES-SUR-SEINE,4,34,0.67
69440,MORNANT,3,34,0.64
88150,THAON-LES-VOSGES,3,34,0.69
31820,PIBRAC,1,34,0.59
91310,MONTLHÉRY,3,34,0.67
90600,GRANDVILLARS,3,34,0.7
67410,ROHRWILLER,1,34,0.88
25300,HOUTAUD,1,34,0.5
34590,MARSILLARGUES,4,34,0.81
44190,CLISSON,3,34,0.59
78850,THIVERVAL-GRIGNON,1,33,0.52
68750,BERGHEIM,3,33,0.71
69420,AMPUIS,2,33,0.88
58660,COULANGES-LČS-NEVERS,1,33,0.85
73250,SAINT-PIERRE-D'ALBIGNY,4,33,0.77
66800,SAILLAGOUSE,4,33,0.59
43120,MONISTROL-SUR-LOIRE,3,33,0.71
38510,MORESTEL,3,33,0.67
74500,NEUVECELLE,3,33,0.6
38200,SEYSSUEL,2,33,0.82
20620,BIGUGLIA,3,33,0.75
45380,LA CHAPELLE-SAINT-MESMIN,3,33,0.62
49400,BELLEVIGNE-LES-CHÂTEAUX,1,33,0.82
71390,BUXY,1,33,0.52
21310,ARCEAU,1,33,0.67
78580,MAULE,3,33,0.82
44710,PORT-SAINT-PČRE,3,33,0.74
34310,CAPESTANG,2,33,0.73
68640,WALDIGHOFEN,2,32,0.63
38520,LE BOURG-D'OISANS,4,32,0.66
95450,FRÉMAINVILLE,1,32,0.62
40230,TOSSE,4,32,0.59
68800,VIEUX-THANN,2,32,0.59
36100,ISSOUDUN,2,32,0.78
50700,VALOGNES,2,32,0.67
13830,ROQUEFORT-LA-BÉDOULE,1,32,0.62
57380,FAULQUEMONT,3,32,0.7
68130,ASPACH,2,32,0.79
7600,VALS-LES-BAINS,1,32,0.78
4200,SISTERON,2,32,0.66
91850,BOURAY-SUR-JUINE,1,32,0.88
63122,CEYRAT,2,32,0.54
85350,L'ÎLE-D'YEU,1,32,0.59
25350,MANDEURE,3,32,0.77
73500,VAL-CENIS,1,32,0.59
14610,CAMBES-EN-PLAINE,2,32,0.88
77100,NANTEUIL-LČS-MEAUX,3,32,0.69
31560,NAILLOUX,2,32,0.62
31750,ESCALQUENS,2,32,0.6
57530,COURCELLES-SUR-NIED,3,32,0.85
78710,ROSNY-SUR-SEINE,1,32,0.84
57710,AUMETZ,2,32,0.62
86550,MIGNALOUX-BEAUVOIR,2,32,0.62
57150,CREUTZWALD,3,32,0.72
84220,CABRIČRES-D'AVIGNON,2,31,0.77
68650,LAPOUTROIE,3,31,0.79
69650,SAINT-GERMAIN-AU-MONT-D'OR,2,31,0.55
33460,MACAU,2,31,0.77
77690,MONTIGNY-SUR-LOING,1,31,0.58
34470,PÉROLS,3,31,0.78
77410,ANNET-SUR-MARNE,3,31,0.64
44140,AIGREFEUILLE-SUR-MAINE,1,31,0.52
44130,BLAIN,3,31,0.64
34725,SAINT-ANDRÉ-DE-SANGONIS,4,31,0.67
33610,CESTAS,1,31,0.74
30120,LE VIGAN,3,31,0.77
31880,LA SALVETAT-SAINT-GILLES,2,31,0.71
78630,MORAINVILLIERS,3,31,0.77
40560,VIELLE-SAINT-GIRONS,1,31,0.58
74200,ALLINGES,2,31,0.61
25230,SELONCOURT,2,31,0.64
43110,AUREC-SUR-LOIRE,4,31,0.69
17840,LA BRÉE-LES-BAINS,3,31,0.74
1120,DAGNEUX,1,31,0.74
38780,SEPTÈME,1,30,0.73
76550,OFFRANVILLE,1,30,0.67
76790,ÉTRETAT,2,30,0.67
54390,FROUARD,4,30,0.86
54800,HATRIZE,1,30,0.8
54650,SAULNES,2,30,0.67
82200,MOISSAC,3,30,0.73
31530,SAINT-PAUL-SUR-SAVE,1,30,0.6
25200,BETHONCOURT,2,30,0.55
74140,CHENS-SUR-LÉMAN,1,30,0.73
57740,LONGEVILLE-LČS-SAINT-AVOLD,3,30,0.75
88130,CHARMES,3,30,0.72
78550,HOUDAN,3,30,0.73
78320,LA VERRIČRE,1,30,0.5
68410,AMMERSCHWIHR,4,30,0.73
7000,PRIVAS,1,30,0.53
77580,CRÉCY-LA-CHAPELLE,3,30,0.81
59300,AULNOY-LEZ-VALENCIENNES,1,30,0.83
25390,ORCHAMPS-VENNES,4,30,0.75
35310,BRÉAL-SOUS-MONTFORT,1,30,0.73
68870,BARTENHEIM,2,30,0.6
95510,AINCOURT,1,30,0.8
60160,MONTATAIRE,4,30,0.69
6470,GUILLAUMES,1,30,0.87
59630,BOURBOURG,1,30,0.7
27620,GASNY,1,30,0.5
71800,LA CLAYETTE,2,30,0.82
50760,BARFLEUR,1,30,0.67
57270,UCKANGE,2,30,0.58
71510,SAINT-LÉGER-SUR-DHEUNE,1,30,0.63
33123,LE VERDON-SUR-MER,1,30,0.77
68600,BIESHEIM,2,30,0.76
4850,JAUSIERS,2,30,0.71
74150,VALLIČRES-SUR-FIER,2,29,0.82
44240,SUCÉ-SUR-ERDRE,2,29,0.66
77400,POMPONNE,3,29,0.52
27190,CONCHES-EN-OUCHE,2,29,0.78
33115,LA TESTE-DE-BUCH,3,29,0.76
90120,MORVILLARS,2,29,0.68
62630,ÉTAPLES,3,29,0.8
38870,SAINT-SIMÉON-DE-BRESSIEUX,3,29,0.59
25600,VIEUX-CHARMONT,2,29,0.59
10600,LA CHAPELLE-SAINT-LUC,4,29,0.74
13330,PÉLISSANNE,2,29,0.55
56880,PLOEREN,2,29,0.71
89600,SAINT-FLORENTIN,1,29,0.59
33380,MIOS,2,29,0.65
69380,LISSIEU,2,29,0.71
78490,MONTFORT-L'AMAURY,1,29,0.52
43000,ESPALY-SAINT-MARCEL,3,29,0.76
14370,ARGENCES,1,29,0.79
80460,AULT,3,29,0.71
35230,ORGČRES,2,29,0.78
67112,BREUSCHWICKERSHEIM,1,29,0.72
76490,RIVES-EN-SEINE,2,29,0.73
13430,EYGUIČRES,3,29,0.76
22740,LÉZARDRIEUX,1,29,0.59
65600,SÉMÉAC,3,29,0.69
89000,SAINT-GEORGES-SUR-BAULCHE,1,29,0.76
67110,NIEDERBRONN-LES-BAINS,3,29,0.77
56190,MUZILLAC,2,29,0.64
68118,HIRTZBACH,2,29,0.78
77410,CLAYE-SOUILLY,2,29,0.72
31450,AYGUESVIVES,2,28,0.57
29490,GUIPAVAS,1,28,0.71
66340,NAHUJA,1,28,0.89
39400,MORBIER,2,28,0.65
68160,SAINTE-CROIX-AUX-MINES,1,28,0.86
89150,SAVIGNY-SUR-CLAIRIS,1,28,0.64
57340,MORHANGE,2,28,0.65
74130,FAUCIGNY,1,28,0.82
57600,MORSBACH,4,28,0.74
43400,LE CHAMBON-SUR-LIGNON,2,28,0.62
78490,MÉRÉ,2,28,0.7
38370,LES ROCHES-DE-CONDRIEU,2,28,0.62
59126,LINSELLES,1,28,0.5
83390,CUERS,4,28,0.58
87230,CHÂLUS,1,28,0.89
91800,BOUSSY-SAINT-ANTOINE,1,28,0.89
20248,ROGLIANO,1,28,0.54
13610,LE PUY-SAINTE-RÉPARADE,1,28,0.64
56230,QUESTEMBERT,2,28,0.65
10100,ROMILLY-SUR-SEINE,3,28,0.64
40230,BÉNESSE-MAREMNE,1,28,0.64
38500,COUBLEVIE,1,28,0.79
68910,LABAROCHE,3,28,0.78
20166,GROSSETO-PRUGNA,1,28,0.82
49130,LES PONTS-DE-CÉ,2,28,0.7
25480,PIREY,2,28,0.57
59850,NIEPPE,1,28,0.57
54710,FLÉVILLE-DEVANT-NANCY,1,28,0.79
53600,ÉVRON,3,28,0.68
69480,MORANCÉ,2,28,0.65
69126,BRINDAS,3,28,0.71
67117,FURDENHEIM,2,27,0.71
39100,CHOISEY,1,27,0.56
24660,SANILHAC,1,27,0.67
21320,POUILLY-EN-AUXOIS,1,27,0.78
78600,LE MESNIL-LE-ROI,2,27,0.69
67700,MONSWILLER,1,27,0.89
14290,ORBEC,2,27,0.74
35690,ACIGNÉ,2,27,0.82
28200,CHÂTEAUDUN,3,27,0.72
29570,CAMARET-SUR-MER,2,27,0.58
5160,SAVINES-LE-LAC,2,27,0.64
66800,EYNE,2,27,0.75
66330,CABESTANY,1,27,0.59
29380,BANNALEC,1,27,0.63
20220,MONTICELLO,2,27,0.71
69590,SAINT-SYMPHORIEN-SUR-COISE,3,27,0.7
55200,COMMERCY,2,27,0.54
14460,COLOMBELLES,1,27,0.67
25660,SAÔNE,3,27,0.65
44450,DIVATTE-SUR-LOIRE,1,27,0.81
64440,EAUX-BONNES,1,27,0.74
29980,ÎLE-TUDY,1,27,0.74
7600,AUBENAS,1,27,0.74
30320,MARGUERITTES,2,27,0.81
91240,SAINT-MICHEL-SUR-ORGE,1,27,0.81
17370,SAINT-TROJAN-LES-BAINS,2,27,0.74
67580,MERTZWILLER,2,27,0.6
44260,SAVENAY,1,27,0.74
42580,L'ÉTRAT,2,27,0.58
35530,SERVON-SUR-VILAINE,2,26,0.79
5700,SERRES,2,26,0.83
67760,GAMBSHEIM,2,26,0.7
77390,VERNEUIL-L'ÉTANG,1,26,0.69
38460,CRÉMIEU,3,26,0.76
5230,LA BÂTIE-NEUVE,2,26,0.7
88530,LE THOLY,2,26,0.58
38420,MURIANETTE,1,26,0.85
35590,SAINT-GILLES,1,26,0.77
47510,FOULAYRONNES,1,26,0.5
70000,ÉCHENOZ-LA-MÉLINE,2,26,0.71
76320,CAUDEBEC-LČS-ELBEUF,3,26,0.76
63270,VIC-LE-COMTE,2,26,0.66
59640,DUNKERQUE,3,26,0.73
29241,LOCQUIREC,1,26,0.85
90800,BAVILLIERS,3,26,0.83
16160,GOND-PONTOUVRE,1,26,0.88
77670,VERNOU-LA-CELLE-SUR-SEINE,1,26,0.77
60140,VERDERONNE,1,26,0.58
44560,PAIMBŚUF,2,26,0.69
21121,DAIX,1,26,0.77
29910,TRÉGUNC,3,26,0.84
53170,MESLAY-DU-MAINE,2,26,0.85
23400,BOURGANEUF,1,26,0.54
59296,AVESNES-LE-SEC,1,26,0.85
57330,HETTANGE-GRANDE,2,26,0.88
1390,MIONNAY,1,26,0.58
80480,SALOUËL,1,26,0.58
74130,AYSE,2,25,0.7
14600,LA RIVIČRE-SAINT-SAUVEUR,1,25,0.68
78890,GARANCIČRES,1,25,0.88
69400,ARNAS,2,25,0.63
5230,CHORGES,2,25,0.6
39220,PRÉMANON,1,25,0.6
31120,ROQUETTES,1,25,0.84
68220,HÉSINGUE,1,25,0.6
30470,AIMARGUES,2,25,0.55
12300,FIRMI,1,25,0.76
25500,MONTLEBON,3,25,0.63
25560,FRASNE,2,25,0.79
77390,CHAUMES-EN-BRIE,3,25,0.76
34110,MIREVAL,2,25,0.82
42220,BURDIGNES,1,25,0.64
25870,GENEUILLE,3,25,0.77
29820,GUILERS,2,25,0.63
30128,GARONS,2,25,0.67
44330,VALLET,2,25,0.85
41400,MONTRICHARD VAL DE CHER,1,25,0.72
59540,CAUDRY,2,25,0.6
1630,PÉRON,1,25,0.64
59840,PÉRENCHIES,1,25,0.76
43600,SAINTE-SIGOLČNE,2,25,0.7
57160,SCY-CHAZELLES,2,25,0.7
38320,BRESSON,2,25,0.76
67220,VILLÉ,2,25,0.88
49112,VERRIČRES-EN-ANJOU,2,25,0.68
49130,SAINTE-GEMMES-SUR-LOIRE,2,25,0.68
76400,ÉPREVILLE,1,24,0.83
12160,BARAQUEVILLE,2,24,0.74
25300,DOMMARTIN,2,24,0.75
12130,SAINT GENIEZ D'OLT ET D'AUBRAC,2,24,0.86
78350,LES LOGES-EN-JOSAS,3,24,0.69
38700,LE SAPPEY-EN-CHARTREUSE,3,24,0.59
20230,LINGUIZZETTA,1,24,0.5
54250,CHAMPIGNEULLES,1,24,0.79
54410,LANEUVEVILLE-DEVANT-NANCY,3,24,0.59
31130,BALMA,1,24,0.79
69460,BLACÉ,1,24,0.71
6570,SAINT-PAUL-DE-VENCE,1,24,0.88
74130,MONT-SAXONNEX,1,24,0.67
32600,L'ISLE-JOURDAIN,1,24,0.67
68360,SOULTZ-HAUT-RHIN,2,24,0.62
31460,AURIAC-SUR-VENDINELLE,1,24,0.79
73520,LA BRIDOIRE,2,24,0.72
74110,MONTRIOND,1,24,0.75
