code_postal,ville,adresse,lat,long,lots_habitation,score_immeuble
31300,TOULOUSE,2 Impasse Louis Tharaud 31300 Toulouse,43.614693,1.39588,168,0.53
42100,ST ETIENNE,15-27 all honore daumier 42100 ST ETIENNE,45.418278,4.420749,168,0.67
33000,Bordeaux,34 r de macau 33000 Bordeaux,44.856069,-0.5879,168,0.68
34000,MONTPELLIER,164 Rue Frimaire 34000 Montpellier,43.603186,3.898325,168,0.63
91000,Évry,61 bd de l'yerres 91000 Évry,48.62015,2.427233,168,0.7
92100,Boulogne-Billancourt,3 Boulevard Anatole France 92100 Boulogne-Billancourt,48.850586,2.236259,168,0.85
92120,Montrouge,18 av emile boutroux 92120 Montrouge,48.819702,2.317356,168,0.66
54000,Nancy,13B r de la croix gagnee 54000 Nancy,48.699348,6.158411,168,0.77
63000,CLERMONT FERRAND,17 boulevard Paul Pochet-Lagaye 63000 Clermont-Ferrand,45.764902,3.102478,168,0.59
75015,Paris,13 r nelaton 75015 Paris,48.852433,2.288061,168,0.55
38500,VOIRON,9-23 r du belvedere 38500 VOIRON,45.371762,5.586766,168,0.57
78130,LES MUREAUX,1 Parc Amilcar 78130 Les Mureaux,48.980622,1.909381,168,0.59
69007,LYON,30 r crepet 69007 LYON,45.73932,4.834425,167,0.9
33800,Bordeaux,174 crs de l'yser 33800 Bordeaux,44.823009,-0.570714,167,0.71
75016,PARIS,2 av d'iena 75016 PARIS,48.863096,2.292502,167,0.63
34090,Montpellier,700 av abbe paul parguel 34090 Montpellier,43.638194,3.859521,167,0.84
33120,Arcachon,16 qu du capitaine allegre 33120 Arcachon,44.65678,-1.14507,167,0.87
93000,Bobigny,Rue Dian Fossey 93000 Bobigny,48.905998,2.448819,167,0.59
60200,COMPIEGNE,22 av des martyrs de la liberte 60200 COMPIEGNE,49.399769,2.804918,166,0.5
38240,MEYLAN,2 all du pre blanc 38240 MEYLAN,45.206491,5.774003,166,0.61
20000,AJACCIO,"av de verdun, 20000 Ajaccio",41.919479,8.726805,166,0.86
92200,Neuilly-sur-Seine,58 Boulevard Victor Hugo 92200 Neuilly-sur-Seine,48.889962,2.276618,166,0.72
34300,Agde,8 r de la toison d'or 34300 Agde,43.27825,3.510196,166,0.82
74120,Praz-sur-Arly,67 rte de la gliat 74120 Praz-sur-Arly,45.834554,6.560363,166,0.57
13090,AIX EN PROVENCE,ROUTE DE GALICE 13090 AIX EN PROVENCE,43.5302788552741,5.42596352008027,166,0.69
38000,GRENOBLE,31 r de la station ponsard 38000 GRENOBLE,45.177754,5.740533,166,0.57
63100,CLERMONT FERRAND,113 avenue de la République 63100 Clermont-Ferrand,45.788615,3.107644,166,0.83
79200,Parthenay,19 r de chateaudun 79200 Parthenay,46.649193,-0.243629,166,0.5
44200,Nantes,10 bd francois blancho 44200 Nantes,47.204658,-1.531525,166,0.84
33290,PAREMPUYRE,"av du chateau pichon, 33290 Parempuyre",44.943518,-0.591885,166,0.86
57050,Metz,3 r de la ronde 57050 Metz,49.127009,6.158824,166,0.86
33700,Mérignac,2 r des petunias 33700 Mérignac,44.814662,-0.635758,165,0.68
66700,ARGELES SUR MER,"100 bd de la mer, 66700 Argelès-sur-Mer",42.566329,3.044802,165,0.74
59000,Lille,230 che de la collose 59000 Lille,50.616971,3.033248,165,0.51
13002,MARSEILLE 02,Rue de Ruffi13002 MARSEILLE,43.314828,5.368924,165,0.72
76520,Franqueville-Saint-Pierre,187 Rue de Pitres 76520 Franqueville-Saint-Pierre,49.398204,1.17202,165,0.52
75016,PARIS,57B bd exelmans 75016 Paris,48.842319,2.261207,165,0.58
67000,Strasbourg,1 r des magasins 67000 Strasbourg,48.589224,7.739086,165,0.56
38750,HUEZ,133-135 rte de la poste 38750 HUEZ,45.091016,6.064431,164,0.53
74210,DOUSSARD,"r de la poste, 74210 Doussard",45.775675,6.2224,164,0.75
34280,La Grande-Motte,468 r des navigateurs 34280 La Grande-Motte,43.56069,4.06079,164,0.7
6620,VALLAURIS,12 AVENUE CLEMENT MASSIER 06620 GOLFE JUAN,43.570573,7.069392,164,0.71
69100,VILLEURBANNE,"r jules kumer, 69100 Villeurbanne",45.765407,4.890057,163,0.55
83400,Hyères,320 che de la vilette 83400 Hyères,43.107394,6.124819,163,0.61
25000,BESANCON,3 r xavier marmier 25000 BESANCON,47.240446,6.00531,163,0.76
34090,Montpellier,24 av bouisson bertrand 34090 Montpellier,43.617531,3.872853,163,0.85
26000,VALENCE,19 à 45 RUE MOZART 26000 VALENCE,44.932938,4.922151,163,0.52
44300,NANTES,20-22 r de la michaudiere 44300 NANTES,47.235737,-1.529628,163,0.5
69540,non connu,CARMAGNAC 69540 IRIGNY,45.66955,4.823048,162,0.84
45000,Orléans,8 all du parc saint-laurent 45000 Orléans,47.898999,1.889617,162,0.65
17000,LA ROCHELLE,1 r de norvege 17000 LA ROCHELLE,46.161233,-1.161997,162,0.65
75015,Paris,51 r fondary 75015 Paris,48.847476,2.295118,162,0.55
77176,SAVIGNY LE TEMPLE,6 Allee du Mistral 77176 Savigny-le-Temple,48.602617,2.566286,162,0.84
69100,VILLEURBANNE,30-36 r jules kumer 69100 VILLEURBANNE,45.766145,4.890565,162,0.56
13821,LA PENNE SUR HUVEAUNE,"all raine, 13821 La Penne-sur-Huveaune",43.275522,5.522208,162,0.71
59120,LOOS,138 che des postes 59120 LOOS,50.605558,3.043798,161,0.5
44800,Saint-Herblain,23 r de la chicotiere 44800 Saint-Herblain,47.214878,-1.610973,161,0.89
29200,Brest,10 r cuirasse bretagne 29200 Brest,48.405919,-4.496864,161,0.52
69007,LYON 07,70 à 76 RUE DES GIRONDINS 69007 LYON,45.7375571422836,4.83519926506882,161,0.84
59110,La Madeleine,21 r gay lussac 59110 La Madeleine,50.647307,3.080036,161,0.74
83000,TOULON,174 RUE MARCEL CASTIE 83000 TOULON,43.124594,5.944162,161,0.83
33700,Mérignac,Avenue de la Somme 33700 Mérignac,44.8299,-0.661678,161,0.62
97400,Saint-Denis,5 r du bois de nefles 97400 Saint-Denis,-20.888648,55.455417,161,0.68
69100,VILLEURBANNE,45 av galline 69100 VILLEURBANNE,45.77668,4.865437,161,0.51
92400,COURBEVOIE,7-11 r hudri 92400 COURBEVOIE,48.900698,2.266755,161,0.83
75018,Paris,17 r francoeur 75018 Paris,48.890394,2.341163,161,0.6
53000,Laval,20 r pichot de la graverie 53000 Laval,48.066488,-0.759426,161,0.58
85100,Les Sables-d'Olonne,24 crs blossac 85100 Les Sables-d'Olonne,46.49468,-1.779975,161,0.86
59200,TOURCOING,15 Rue du Port 59200 Tourcoing,50.716776,3.154868,161,0.87
13090,AIX EN PROVENCE,"r achille emperaire, 13090 Aix-en-Provence",43.522505,5.422127,160,0.62
83980,LE LAVANDOU,TAHITI PARC CHEMIN DE LA GRANDE BASTIDE 83980 LE LAVANDOU,43.133733,6.354894,160,0.79
93350,LE BOURGET,"39 r de la republique, 93350 Le Bourget",48.936453,2.42276,160,0.62
75013,PARIS,11 r charbonnel 75013 PARIS,48.822313,2.342724,160,0.78
69008,LYON,48 Rue Villon 69008 Lyon,45.74267,4.864877,160,0.59
94700,MAISONS ALFORT,52-66 qu fernand saguet 94700 MAISONS ALFORT,48.815619,2.425884,160,0.57
14640,VILLERS SUR MER,AVENUE JEAN MOULIN 14640 VILLERS SUR MER,49.3286804661402,0.0122724301994846,160,0.87
34080,MONTPELLIER,"av de heidelberg, 34080 Montpellier",43.622272,3.814648,160,0.88
77500,Chelles,53 Avenue du Maréchal Foch 77500 Chelles,48.869282,2.574617,160,0.61
55430,Belleville-sur-Meuse,20E r de la galavaude 55430 Belleville-sur-Meuse,49.171686,5.388101,160,0.5
59131,ROUSIES,"res du chemin vert, 59131 Rousies",50.26653,3.975178,160,0.51
91180,Saint-Germain-lès-Arpajon,1A rte de leuville 91180 Saint-Germain-lès-Arpajon,48.596866,2.256477,160,0.5
92110,CLICHY LA GARENNE,1 Rue Klock 92110 Clichy,48.899517,2.310355,160,0.62
83100,Toulon,97 r des genevriers 83100 Toulon,43.1206,5.98244,160,0.54
83580,GASSIN,LES MARINES DE GASSIN 83580 GASSIN,43.261287,6.59008,160,0.88
44510,LE POULIGUEN,3-21 bd du general de gaulle 44510 LE POULIGUEN,47.280404,-2.428423,160,0.9
75016,PARIS,59 r d'auteuil 75016 PARIS,48.847875,2.263071,160,0.59
78340,Les Clayes-sous-Bois,29 che des vignes 78340 Les Clayes-sous-Bois,48.825866,1.987016,160,0.6
44300,NANTES,107 Boulevard Michelet 44300 Nantes,47.239465,-1.556748,160,0.84
33700,MERIGNAC,"RESIDENCE LES DAHLIAS, DOMAINE DU BURCK 33700 MERIGNAC",44.8168,-0.637517,160,0.72
94130,NOGENT SUR MARNE,123 Rue de Fontenay 94130 Nogent-sur-Marne,48.841791,2.471989,159,0.79
43750,VALS PRES LE PUY,"r francisque enjolras, 43750 Vals-près-le-Puy",45.032734,3.881243,159,0.6
14000,CAEN,6 Rue du Chemin des Poissonniers 14000 Caen,49.188784,-0.401195,159,0.57
95870,Bezons,59 Rue de Pontoise 95870 Bezons,48.923422,2.219347,159,0.54
13013,MARSEILLE 13,"imp du garou, 13013 Marseille",43.360258,5.437191,159,0.52
94800,Villejuif,48 av karl marx 94800 Villejuif,48.784639,2.359864,159,0.73
93100,MONTREUIL,23 Rue des 2 Communes 93100 Montreuil,48.849957,2.429385,159,0.75
31100,Toulouse,395 rte de saint-simon 31100 Toulouse,43.590449,1.416578,159,0.83
82000,Montauban,26bd irenee bonnafous 82000 Montauban,44.01321,1.364145,159,0.83
34070,MONTPELLIER,Av St Clement 34070 Montpellier,43.61785,3.846244,159,0.78
74160,ST JULIEN EN GENEVOIS,"all les cyclades, 74160 Saint-Julien-en-Genevois",46.149519,6.084902,159,0.81
35000,RENNES,231 - 233 - 235 RUE DE SAINT-MALO 35000 RENNES,48.130292,-1.689748,159,0.84
45000,ORLEANS,52 QUAI ST LAURENT 45000 ORLEANS,47.898019,1.887784,159,0.55
21000,DIJON,110 av gustave eiffel 21000 DIJON,47.313633,5.014411,158,0.64
69500,Bron,29 r de la batterie 69500 Bron,45.745995,4.913846,158,0.65
85270,ST HILAIRE DE RIEZ,VILLAGE LES BECS 85270 ST HILAIRE DE RIEZ,46.756486,-2.030445,158,0.73
31200,Toulouse,7 che de gramont 31200 Toulouse,43.632836,1.473366,158,0.54
83000,Toulon,404 av francois cuzin 83000 Toulon,43.122475,5.946751,158,0.66
75020,PARIS,41 RUE VILLIERS DE L'ISLE ADAM 75020 PARIS,48.866919,2.395585,158,0.84
94800,Villejuif,90 r de chevilly 94800 Villejuif,48.78294,2.355003,158,0.82
34070,Montpellier,4 r jean vachet 34070 Montpellier,43.592525,3.884667,158,0.53
38130,Échirolles,15 all maurice ravel 38130 Échirolles,45.15431,5.702396,158,0.68
77000,VAUX LE PENIL,3-4 res fontaine saint-marc 77000 VAUX LE PENIL,48.530361,2.691492,158,0.8
89100,SENS,1 bd du centenaire 89100 SENS,48.202951,3.275166,158,0.86
59760,Grande-Synthe,61 all francisco ferrer 59760 Grande-Synthe,51.005006,2.296128,158,0.81
59800,LILLE,"r des augustins, 59800 Lille",50.634525,3.070158,158,0.85
34280,La Grande-Motte,246 all des pheniciens 34280 La Grande-Motte,43.56169,4.066207,158,0.63
74400,CHAMONIX MONT BLANC,37 Chemin des Bios 74400 Chamonix-Mont-Blanc,45.924288,6.863879,158,0.72
92410,VILLE D AVRAY,15 Avenue Gambetta 92410 Ville-d'Avray,48.827967,2.198769,158,0.8
11100,Narbonne,33 av du languedoc (plage) 11100 Narbonne,43.15701,3.163043,158,0.81
72000,LE MANS,42 Rue Pierre Belon 72000 Le Mans,48.006184,0.208467,158,0.54
13011,Marseille,2 bd berthier 13011 Marseille,43.292207,5.435097,158,0.73
44000,Nantes,20 mail pablo picasso 44000 Nantes,47.214869,-1.536404,158,0.73
85180,LES SABLES D OLONNE,7 Rue des marines 85180 Les Sables-d'Olonne,46.47559,-1.751885,158,0.66
34300,Agde,1 av de la jetee 34300 Agde,43.275614,3.511662,158,0.76
14123,Ifs,1005 Rue de Caen 14123 Ifs,49.161412,-0.348123,157,0.81
33700,Mérignac,5 all des conviviales 33700 Mérignac,44.827729,-0.621228,157,0.72
94200,Ivry-sur-Seine,39 r marceau 94200 Ivry-sur-Seine,48.820783,2.378335,157,0.54
64990,ST PIERRE D IRUBE,64990 ST PIERRE D'IRUBE,43.477077,-1.459096,157,0.82
78150,LE CHESNAY ROCQUENCOURT,3 r de versailles 78150 LE CHESNAY ROCQUENCOURT,48.817134,2.127419,157,0.65
33800,BORDEAUX,122 Rue Dubourdieu 33800 Bordeaux,44.82259,-0.57615,157,0.5
92290,CHATENAY MALABRY,avenue sully prudhomme 92290,48.7639640786546,2.28871341018143,157,0.89
34070,montpellier,253 r de la tour buffel 34070 montpellier,43.608569,3.857274,157,0.57
69002,Lyon,15 r claudius collonge 69002 Lyon,45.749028,4.821933,157,0.8
80000,Amiens,41 r du blamont 80000 Amiens,49.888243,2.31083,157,0.76
30900,Nîmes,190 r andre simon 30900 Nîmes,43.825362,4.360223,157,0.89
37300,Joué-lès-Tours,4 r de la bondonniere 37300 Joué-lès-Tours,47.355651,0.697083,157,0.85
84000,AVIGNON,6-8 r mourre 84000 AVIGNON,43.942661,4.82502,157,0.87
34300,AGDE,"PORT GABRIEL II, RUE DE LA CONQUE 34300 CAP D'AGDE",43.277648,3.514183,157,0.82
93220,Gagny,3 che d'acces aux abbesses 93220 Gagny,48.877016,2.559871,157,0.9
56000,Vannes,6 all de l ile meaban 56000 Vannes,47.643853,-2.77943,156,0.51
94270,Le Kremlin-Bicêtre,2 r edouard vaillant 94270 Le Kremlin-Bicêtre,48.813786,2.356569,156,0.85
63000,Clermont-Ferrand,19 r morel ladeuil 63000 Clermont-Ferrand,45.775414,3.075297,156,0.71
94220,Charenton-le-Pont,107 Rue de Paris 94220 Charenton-le-Pont,48.823442,2.410431,156,0.79
93230,Romainville,91 Avenue Gaston Roussel 93230 Romainville,48.8944,2.43261,156,0.52
78800,HOUILLES,71-79 r de la paix 78800 HOUILLES,48.927931,2.171583,156,0.63
31300,TOULOUSE,18 r de cugnaux 31300 TOULOUSE,43.591843,1.421017,156,0.79
31700,Beauzelle,Chemin des Amandiers 31700 Beauzelle,43.66487,1.366668,156,0.63
93330,Neuilly-sur-Marne,8 pl de la gare 93330 Neuilly-sur-Marne,48.860203,2.521874,156,0.65
45160,Olivet,199 av du loiret 45160 Olivet,47.87222,1.904297,156,0.75
92300,Levallois-Perret,132 Rue du President Wilson 92300 Levallois-Perret,48.898258,2.285186,156,0.85
69002,LYON 02,"13 r claudius collonge, 69002 Lyon",45.748537,4.821588,156,0.81
20000,AJACCIO,AVENUE MARECHAL LYAUTEY-20000 AJACCIO,41.938779,8.746581,156,0.66
77100,Meaux,2 r albert camus 77100 Meaux,48.948633,2.910031,156,0.73
92100,BOULOGNE BILLANCOURT,21 qu alphonse le gallo 92100 BOULOGNE BILLANCOURT,48.833004,2.22743,156,0.81
69400,VILLEFRANCHE SUR SAONE,82 Rue des Freres Lumiere 69400 Villefranche-sur-Saône,45.980389,4.712051,156,0.84
33170,Gradignan,26 r de loustalot 33170 Gradignan,44.772376,-0.616636,156,0.62
94360,Bry-sur-Marne,9 r du 2 decembre 1870 94360 Bry-sur-Marne,48.834362,2.527729,156,0.68
83100,Toulon,90E imp bruno 83100 Toulon,43.127167,5.9643,156,0.53
14123,IFS,1551 Rue de Bretteville 14123 Ifs,49.158834,-0.351085,156,0.5
37100,TOURS,17 Avenue Marc Chagall 37100 Tours,47.414651,0.681377,156,0.6
31400,TOULOUSE,135 Avenue de Lespinet 31400 Toulouse,43.576315,1.470824,155,0.57
78955,Carrières-sous-Poissy,45 r des fleurs 78955 Carrières-sous-Poissy,48.942388,2.025684,155,0.81
49000,Angers,26 sq des anciennes provinces 49000 Angers,47.453799,-0.555915,155,0.74
78200,Mantes-la-Jolie,108 r maurice braunstein 78200 Mantes-la-Jolie,49.000967,1.706023,155,0.59
34110,FRONTIGNAN,143 Avenue Vauban 34110 Frontignan,43.433426,3.773307,155,0.55
94310,Orly,15 Rue des 15 Arpents 94310 Orly,48.748025,2.37894,155,0.77
75020,Paris,40 r de la justice 75020 Paris,48.868841,2.408171,155,0.63
64000,PAU,"crs lyautey, 64000 Pau",43.309041,-0.362524,155,0.53
34300,Agde,3 r du vega 34300 Agde,43.294502,3.512279,155,0.65
69003,Lyon,107 crs albert thomas 69003 Lyon,45.745591,4.871772,155,0.77
93100,MONTREUIL,152 Boulevard de Chanzy 93100 Montreuil,48.859105,2.426052,155,0.68
34200,Sète,9 bd joliot curie 34200 Sète,43.395759,3.671693,155,0.51
28000,CHARTRES,48 RUE DU FAUBOURG LA GRAPPE 28000 CHARTRES,48.440411,1.501329,155,0.7
75013,Paris,86 r brillat-savarin 75013 Paris,48.824017,2.343005,155,0.55
7500,GUILHERAND-GRANGES,RUE DE LANGUEDOC LIEUDIT LES GRANDES TERRES 07500 GUILHERAND GRANGES,44.9265724064739,4.86405907388764,155,0.86
66190,Collioure,27 r romain rolland 66190 Collioure,42.527473,3.079705,154,0.63
44100,Nantes,2 r de l'allouee 44100 Nantes,47.22889,-1.577064,154,0.56
75017,Paris,27 r saint-ferdinand 75017 Paris,48.878078,2.288664,154,0.67
75020,Paris,139 r pelleport 75020 Paris,48.873046,2.39779,154,0.86
92220,Bagneux,1 all des mathurins 92220 Bagneux,48.791401,2.306232,154,0.77
33000,Bordeaux,179 r camille godard 33000 Bordeaux,44.855155,-0.584253,154,0.81
94500,Champigny-sur-Marne,238 av du general de gaulle 94500 Champigny-sur-Marne,48.826785,2.507555,154,0.55
31500,Toulouse,8 r louis plana 31500 Toulouse,43.607246,1.481832,154,0.64
34280,La Grande-Motte,490 r des croisades 34280 La Grande-Motte,43.565182,4.099833,154,0.75
37100,TOURS,13 Place du Président Coty 37100 Tours,47.410052,0.68486,154,0.54
34280,LA GRANDE MOTTE,"r des navigateurs, 34280 La Grande-Motte",43.561101,4.060557,153,0.78
66700,ARGELES SUR MER,"av du 8 mai 1945, 66700 Argelès-sur-Mer",42.548272,3.038562,153,0.84
59160,LILLE,89 Rue du Marais 59160 Lille,50.636448,3.020638,153,0.8
92110,Clichy,2 Rue Paul Dupont 92110 Clichy,48.904343,2.294152,153,0.78
13100,AIX EN PROVENCE,126 Cours  Gambetta 13100 Aix-en-Provence,43.518399,5.463415,153,0.77
69003,Lyon,20 r jules verne 69003 Lyon,45.749791,4.876872,153,0.84
92400,COURBEVOIE,7 Place Charras 92400 Courbevoie,48.894039,2.250451,153,0.83
51160,AY CHAMPAGNE,"1 rue jean jaurès, 51160 Aÿ-Champagne",49.053095,4.003487,153,0.52
76130,MONT ST AIGNAN,"parc de l'andelle, 76130 Mont-Saint-Aignan",49.461815,1.073978,153,0.52
77680,Roissy-en-Brie,34 av de la pierrerie 77680 Roissy-en-Brie,48.794522,2.643372,153,0.68
75016,PARIS,34 Rue Claude Lorrain 75016 Paris,48.841611,2.259653,153,0.53
92190,Meudon,34 r de la republique 92190 Meudon,48.807556,2.235516,153,0.82
91080,Courcouronnes,1 r de la dame du lac 91080 Courcouronnes,48.614818,2.420071,153,0.65
69100,VILLEURBANNE,14 av condorcet 69100 VILLEURBANNE,45.777698,4.866594,153,0.76
97490,Saint-Denis,7 r des goyaves 97490 Saint-Denis,-20.894333,55.484084,152,0.52
94220,CHARENTON LE PONT,18 r de valmy 94220 CHARENTON LE PONT,48.827495,2.40361,152,0.66
92330,Sceaux,15 av jules guesde 92330 Sceaux,48.781766,2.281345,152,0.7
56000,VANNES,1-7 sq de port nabat 56000 VANNES,47.646548,-2.754606,152,0.65
75020,PARIS,71 Rue de Bagnolet 75020 Paris,48.857987,2.399711,152,0.59
75013,PARIS 13,94 r broca 75013 PARIS 13,48.835561,2.346374,152,0.84
33700,Mérignac,9 all des conviviales 33700 Mérignac,44.826934,-0.621869,152,0.57
69300,Caluire-et-Cuire,13 av general de gaulle 69300 Caluire-et-Cuire,45.804858,4.852532,152,0.53
91300,Massy,7 r christophe colomb 91300 Massy,48.725917,2.26516,152,0.59
92130,ISSY LES MOULINEAUX,7 Allée Pierrette Anguera-Gargallo 92130 Issy-les-Moulineaux,48.821596,2.257649,152,0.84
63100,Clermont-Ferrand,36 rue des Chandiots 63100 Clermont-Ferrand,45.790152,3.115524,152,0.58
75016,PARIS,52 av foch 75016 PARIS,48.873175,2.283982,152,0.51
34130,Mauguio,96 Rue du Levant 34130 Mauguio,43.546592,3.979912,152,0.81
34090,MONTPELLIER,545 Avenue du Val de Montferrand 34090 Montpellier,43.634033,3.87292,152,0.55
11430,Gruissan,156 pl de la bonance 11430 Gruissan,43.109913,3.101851,151,0.76
92800,Puteaux,44 r marius jacotot 92800 Puteaux,48.884382,2.241814,151,0.74
51100,Reims,11 r bertrand de mun 51100 Reims,49.252482,4.061791,151,0.71
75013,Paris,138 bd vincent auriol 75013 Paris,48.832836,2.360648,151,0.57
83600,Fréjus,318 av georges vigneron 83600 Fréjus,43.429409,6.748678,151,0.56
83000,Toulon,Quai Marcel Pagnol 83000 Toulon,43.116463,5.942731,151,0.54
59160,LILLE,291 av de dunkerque 59160 LILLE,50.638853,3.021315,151,0.82
18000,BOURGES,3 r des armuriers 18000 BOURGES,47.08276,2.394974,150,0.53
69140,RILLIEUX-LA-PAPE,1 r de la seine 69140 RILLIEUX-LA-PAPE,45.82679,4.893658,150,0.63
20090,AJACCIO,"Place des Cannes, 20090 Ajaccio",41.934748,8.740685,150,0.87
66420,Le Barcarès,28 bd du 14 juillet 66420 Le Barcarès,42.789395,3.035516,150,0.85
92700,Colombes,147 bd de valmy 92700 Colombes,48.932635,2.255353,150,0.9
84140,AVIGNON,"2 Impasse Piquet, 84140 MONTFAVET",43.918487,4.890215,150,0.8
91320,WISSOUS,"imp du chateau gaillard, 91320 Wissous",48.734503,2.322349,150,0.74
49000,ANGERS,71 Rue Gustave Courbet 49000 ANGERS,47.466767,-0.604341,150,0.59
21121,Fontaine-lès-Dijon,1A r du doc majnoni d'intignano 21121 Fontaine-lès-Dijon,47.347008,5.028107,150,0.53
13100,Aix-en-Provence,57 av des ecoles militaires 13100 Aix-en-Provence,43.525639,5.465937,150,0.67
34090,Montpellier,323 av de vert bois 34090 Montpellier,43.638109,3.869651,150,0.79
86000,Poitiers,6 r saint-hilaire 86000 Poitiers,46.578384,0.333725,150,0.83
63000,CLERMONT-FERRAND,42 bd cote blatin 63000 CLERMONT-FERRAND,45.770176,3.091704,149,0.89
83000,Toulon,178 av philippe lebon 83000 Toulon,43.124033,5.940379,149,0.51
42100,Saint-Étienne,5 r lisfranc 42100 Saint-Étienne,45.412321,4.394194,149,0.81
94410,SAINT MAURICE,2 r paul verlaine 94410 SAINT MAURICE,48.816204,2.458022,149,0.89
77600,Bussy-Saint-Georges,11 av haroun tazieff 77600 Bussy-Saint-Georges,48.834642,2.711437,149,0.74
47000,AGEN,"ZAC CAMPUS AGEN BOE, AVENUE D'ITALIE 47000 AGEN",44.187317,0.625092,149,0.52
64340,BOUCAU,"all du parc bellevue, 64340 Boucau",43.516344,-1.480677,149,0.89
95300,Ennery,Place de la Croix d’Autel 95300 Ennery,49.072248,2.103113,149,0.78
13140,MIRAMAS,"r de verdun, 13140 Miramas",43.587393,5.002326,148,0.58
94000,Créteil,21 sq thomas edison 94000 Créteil,48.796462,2.446798,148,0.71
13003,MARSEILLE 03,21 rue des cigarieres 13003 marseille,43.317145,5.371562,148,0.51
75015,Paris,62 bd garibaldi 75015 Paris,48.846011,2.307375,148,0.57
73620,HAUTELUCE,"r des moliettes, 73620 Hauteluce",45.756068,6.540396,148,0.89
63140,CHATEL-GUYON,2 av de brocqueville 63140 CHATEL-GUYON,45.919917,3.059699,148,0.53
91260,Juvisy-sur-Orge,Quai Jean Pierre Timbaud 91260 Juvisy-sur-Orge,48.690965,2.388062,148,0.83
13015,Marseille,59 r de lyon 13015 Marseille,43.325269,5.366842,148,0.89
75020,Paris,104 r des grands champs 75020 Paris,48.851654,2.407394,148,0.8
34300,Agde,6 r de la toison d'or 34300 Agde,43.276848,3.508874,148,0.9
38080,L'ISLE D'ABEAU,5 bd de fondbonniere 38080 L'ISLE D'ABEAU,45.620967,5.209276,148,0.66
83150,BANDOL,124 r richelieu 83150 BANDOL,43.141371,5.746353,148,0.53
35000,Rennes,91 r de dinan 35000 Rennes,48.118569,-1.682535,148,0.68
68330,HUNINGUE,"Rue de France, Allée des Marronniers, 68330 HUNINGUE",47.591923,7.587686,147,0.67
6300,NICE,"r du marechal vauban, 06300 Nice",43.711631,7.287692,147,0.63
93130,Noisy-le-Sec,17 r jean jaures 93130 Noisy-le-Sec,48.891543,2.454541,147,0.82
13008,Marseille,62A av jules cantini 13008 Marseille,43.28263,5.389611,147,0.78
75019,Paris,24/26 qu de la loire 75019 Paris,48.884388,2.37302,147,0.86
73000,CHAMBERY,133 pl de la gare 73000 CHAMBERY,45.570589,5.919611,147,0.9
74340,SAMOENS,"r des billets, 74340 Samoëns",46.080511,6.727059,147,0.57
63000,Clermont-Ferrand,10 av franklin roosevelt 63000 Clermont-Ferrand,45.776923,3.076349,147,0.65
93170,Bagnolet,248 r de noisy le sec 93170 Bagnolet,48.878151,2.421681,147,0.8
34300,Agde,5 av du surintendant 34300 Agde,43.287208,3.502383,147,0.59
42100,SAINT-ETIENNE,11 Allée Honoré Daumier 42100 Saint-Étienne,45.41825,4.420517,147,0.67
77100,Meaux,8 r des teinturiers 77100 Meaux,48.957249,2.879265,147,0.76
83600,FREJUS,QUARTIER LA GABELLE 83600 FRJUS,43.433025,6.74486,147,0.55
38100,Grenoble,124 r de stalingrad 38100 Grenoble,45.171035,5.723096,147,0.59
83310,COGOLIN,8 quai de la brigantine 83310 COGOLIN,43.267399,6.576341,147,0.68
68260,KINGERSHEIM,2 r loewert 68260 KINGERSHEIM,47.787907,7.335868,147,0.6
76600,Le Havre,8 r docteur coty 76600 Le Havre,49.491862,0.139379,147,0.64
13014,Marseille,6 r missiri 13014 Marseille,43.355593,5.410428,147,0.75
75013,PARIS,69 r barrault 75013 PARIS,48.824423,2.346786,147,0.86
74160,ST JULIEN EN GENEVOIS,5 r amedee viii de savoie 74160 ST JULIEN EN GENEVOIS,46.144449,6.080631,146,0.63
34090,non connu,Rue SONJA HENIE 34090 MONTPELLIER,43.63780795665,3.87291860206289,146,0.76
94300,VINCENNES,18 r des vignerons 94300 VINCENNES,48.844315,2.431336,146,0.73
91220,Brétigny-sur-Orge,4 Rue Alfred de Musset 91220 Brétigny-sur-Orge,48.605967,2.310442,146,0.67
13013,MARSEILLE 13,"r louis neel, 13013 Marseille",43.344293,5.439882,146,0.63
69320,FEYZIN,"r georges ladoire, 69320 Feyzin",45.667899,4.84887,146,0.63
83200,Toulon,1 r felix mayol 83200 Toulon,43.128554,5.912449,146,0.58
63130,Royat,16B av anatole france 63130 Royat,45.76379,3.056748,146,0.82
37100,Tours,18 r groison 37100 Tours,47.403169,0.686749,146,0.5
92100,Boulogne-Billancourt,5 r casteja 92100 Boulogne-Billancourt,48.830673,2.23711,146,0.73
33000,Bordeaux,120 r mazarin 33000 Bordeaux,44.826827,-0.578222,146,0.72
76500,Elbeuf,27 Rue Devé 76500 Elbeuf,49.284744,1.008582,146,0.77
75012,Paris,27 r des meuniers 75012 Paris,48.833741,2.398255,146,0.74
91440,Bures-sur-Yvette,1 r de la guyonnerie 91440 Bures-sur-Yvette,48.703919,2.163111,146,0.56
93110,ROSNY SOUS BOIS,13 Rue du 4e Zouave 93110 Rosny-sous-Bois,48.873634,2.481611,146,0.84
83150,Bandol,290 bd de marseille 83150 Bandol,43.143806,5.747653,146,0.52
